Datum;Uhrzeit;S1/2 - Solar;S7/2 - Temp. Aussen
2020-04-01;04:04:20;-6,1;-4,8
2020-04-01;04:09:20;-6,1;-4,8
2020-04-01;04:14:20;-6,1;-4,8
2020-04-01;04:19:20;-6,1;-4,9
2020-04-01;04:24:20;-6,1;-5
2020-04-01;04:29:20;-6,1;-5
2020-04-01;04:34:20;-6,2;-5
2020-04-01;04:39:20;-6,2;-5
2020-04-01;04:44:20;-6,2;-5,1
2020-04-01;04:49:20;-6,3;-5,1
2020-04-01;04:54:20;-6,3;-5,2
2020-04-01;04:59:20;-6,4;-5,2
2020-04-01;05:04:20;-6,4;-5,2
2020-04-01;05:09:20;-6,5;-5,2
2020-04-01;05:14:20;-6,5;-5,2
2020-04-01;05:19:20;-6,5;-5,3
2020-04-01;05:24:20;-6,5;-5,4
2020-04-01;05:29:20;-6,6;-5,3
2020-04-01;05:34:20;-6,6;-5,4
2020-04-01;05:39:20;-6,6;-5,4
2020-04-01;05:44:20;-6,6;-5,5
2020-04-01;05:49:20;-6,7;-5,5
2020-04-01;05:54:20;-6,7;-5,5
2020-04-01;05:59:20;-6,8;-5,5
2020-04-01;06:04:20;-6,8;-5,5
2020-04-01;06:09:20;-6,8;-5,6
2020-04-01;06:14:20;-6,8;-5,7
2020-04-01;06:19:20;-6,8;-5,7
2020-04-01;06:24:20;-6,9;-5,7
2020-04-01;06:29:20;-6,9;-5,7
2020-04-01;06:34:20;-6,9;-5,7
2020-04-01;06:39:20;-7;-5,8
2020-04-01;06:44:20;-7;-5,7
2020-04-01;06:49:20;-7;-5,7
2020-04-01;06:54:20;-7;-5,7
2020-04-01;06:59:20;-7;-5,8
2020-04-01;07:04:20;-6,9;-5,7
2020-04-01;07:09:20;-6,8;-5,5
2020-04-01;07:14:20;-6,7;-5,2
2020-04-01;07:19:20;-6,6;-4,8
2020-04-01;07:24:20;-6,3;-4,5
2020-04-01;07:29:20;-6,3;-4,2
2020-04-01;07:34:20;-6,1;-3,8
2020-04-01;07:39:20;-5,9;-3,3
2020-04-01;07:44:20;-5,6;-3
2020-04-01;07:49:20;-5,4;-2,7
2020-04-01;07:54:20;-5,1;-2,5
2020-04-01;07:59:20;-4,4;-2,2
2020-04-01;08:04:20;-3,2;-1,8
2020-04-01;08:09:20;-1,8;-1,3
2020-04-01;08:14:20;-0,2;-0,9
2020-04-01;08:19:20;1,7;-0,6
2020-04-01;08:24:20;3,5;-0,2
2020-04-01;08:29:20;5,8;0,3
2020-04-01;08:34:20;8,2;0,7
2020-04-01;08:39:20;11,1;1,2
2020-04-01;08:45:30;14,9;1,8
2020-04-01;08:50:30;18,3;2,3
2020-04-01;08:55:30;21,8;2,7
2020-04-01;09:00:30;25,6;3
2020-04-01;09:05:30;29,5;3,4
2020-04-01;09:10:30;33,6;3,7
2020-04-01;09:15:30;37,7;4
2020-04-01;09:20:30;41,6;4,1
2020-04-01;09:25:30;45,3;4,2
2020-04-01;09:30:30;48,9;4,6
2020-04-01;09:35:30;52,3;4,9
2020-04-01;09:40:30;56,4;5,2
2020-04-01;09:45:30;60,2;5,2
2020-04-01;09:50:30;72,5;5,2
2020-04-01;09:59:20;59,4;4,7
2020-04-01;10:04:20;50;4,6
2020-04-01;10:09:20;59,4;4,9
2020-04-01;10:14:20;49,8;5,6
2020-04-01;10:19:20;62,9;6,2
2020-04-01;10:24:20;53,3;6,6
2020-04-01;10:29:20;55,9;6,9
2020-04-01;10:34:20;59,7;7,2
2020-04-01;10:39:20;51,8;7,2
2020-04-01;10:44:20;57,8;7,5
2020-04-01;10:49:20;62,4;7,3
2020-04-01;10:54:20;54,4;6,6
2020-04-01;10:59:20;54,5;6,7
2020-04-01;11:04:20;65,4;7,2
2020-04-01;11:09:20;59,3;6,9
2020-04-01;11:14:20;54,3;7,3
2020-04-01;11:19:20;62,1;7,7
2020-04-01;11:24:20;65;7,9
2020-04-01;11:33:10;66,9;8
2020-04-01;11:38:10;58,1;7,6
2020-04-01;11:43:10;59,6;7,3
2020-04-01;11:48:10;60,7;7,8
2020-04-01;11:53:10;61,8;8,8
2020-04-01;11:58:10;62,5;8,5
2020-04-01;12:03:10;63,2;8,7
2020-04-01;12:08:10;63,4;9,1
2020-04-01;12:13:10;65,1;9,7
2020-04-01;12:18:10;66,1;9,9
2020-04-01;12:23:10;67,4;9,8
2020-04-01;12:28:10;67,5;9,6
2020-04-01;12:33:10;67,7;9,7
2020-04-01;12:38:10;61,3;9,4
2020-04-01;12:43:10;60,8;8,9
2020-04-01;12:48:10;65,3;8,6
2020-04-01;12:56:10;68;9,2
2020-04-01;13:01:10;68,6;9,3
2020-04-01;13:06:10;69,5;9
2020-04-01;13:11:10;70,1;9
2020-04-01;13:16:10;70,8;9,1
2020-04-01;13:21:10;71;8,9
2020-04-01;13:26:10;71,5;8,9
2020-04-01;13:31:10;71,6;8,9
2020-04-01;13:36:10;72;9,2
2020-04-01;13:41:10;72,4;8,9
2020-04-01;13:46:10;72,7;8,9
2020-04-01;13:51:10;72,9;8,9
2020-04-01;13:56:10;73;9
2020-04-01;14:01:10;73,3;8,9
2020-04-01;14:06:10;73,5;8,6
2020-04-01;14:11:10;73,6;8,8
2020-04-01;14:16:10;73,6;8,8
2020-04-01;14:22:30;73,4;8,5
2020-04-01;14:27:30;73,2;8,7
2020-04-01;14:32:30;73,2;8
2020-04-01;14:37:30;73;7,7
2020-04-01;14:42:30;72,9;8
2020-04-01;14:47:30;73;8,2
2020-04-01;14:52:30;72,8;8,3
2020-04-01;14:57:30;72,7;8,4
2020-04-01;15:02:30;72,2;8,3
2020-04-01;15:07:30;72,1;8
2020-04-01;15:12:30;71,8;8,1
2020-04-01;15:17:30;71,6;8
2020-04-01;15:22:30;71,2;8,2
2020-04-01;15:27:30;70,7;8,1
2020-04-01;15:32:30;78,4;8,1
2020-04-01;15:39:50;75,1;8
2020-04-01;15:44:50;69,3;8
2020-04-01;15:49:50;77,6;7,9
2020-04-01;15:54:50;69,1;8
2020-04-01;15:59:50;76,1;7,7
2020-04-01;16:04:50;67,3;7,7
2020-04-01;16:09:50;73,3;7,6
2020-04-01;16:14:50;77,7;7,3
2020-04-01;16:19:50;68,2;7
2020-04-01;16:24:50;72,6;6,9
2020-04-01;16:29:50;74,9;7
2020-04-01;16:34:50;74,9;7
2020-04-01;16:39:50;74,3;7,1
2020-04-01;16:44:50;73;6,7
2020-04-01;16:49:50;71,4;6,8
2020-04-01;16:54:50;69,6;6,7
2020-04-01;16:59:50;67,6;6,7
2020-04-01;17:04:50;65,2;6,6
2020-04-01;17:09:50;63;6,2
2020-04-01;17:14:50;60,6;6,2
2020-04-01;17:19:50;58,4;6,2
2020-04-01;17:24:50;56,3;6,1
2020-04-01;17:29:50;54,1;6
2020-04-01;17:34:50;52,3;5,9
2020-04-01;17:39:50;50,4;6
2020-04-01;17:44:50;48,3;6,1
2020-04-01;17:49:50;46,2;5,9
2020-04-01;17:54:50;44,2;5,7
2020-04-01;17:59:50;42,2;5,7
2020-04-01;18:04:50;40,2;5,6
2020-04-01;18:09:50;38,4;5,6
2020-04-01;18:14:50;36,7;5,4
2020-04-01;18:19:50;35,2;5,2
2020-04-01;18:24:50;33,6;5,2
2020-04-01;18:29:50;32,1;5,2
2020-04-01;18:34:50;30,7;5,2
2020-04-01;18:39:50;29,5;5,1
2020-04-01;18:44:50;28,3;5,1
2020-04-01;18:49:50;27,2;5
2020-04-01;18:54:50;26,2;4,8
2020-04-01;18:59:50;25,1;4,7
2020-04-01;19:04:50;24,1;4,7
2020-04-01;19:09:50;23,2;4,6
2020-04-01;19:14:50;22,4;4,3
2020-04-01;19:19:50;21,5;4,2
2020-04-01;19:24:50;20,6;4,2
2020-04-01;19:29:50;19,9;4,1
2020-04-01;19:34:50;19;3,8
2020-04-01;19:39:50;18;3,7
2020-04-01;19:44:50;17;3,6
2020-04-01;19:49:50;16,3;3,4
2020-04-01;19:54:50;15,5;3,2
2020-04-01;19:59:50;15;3,2
2020-04-01;20:04:50;14,2;3,1
2020-04-01;20:09:50;13,5;2,9
2020-04-01;20:14:50;12,9;2,8
2020-04-01;20:19:50;12,4;2,7
2020-04-01;20:24:50;11,7;2,6
2020-04-01;20:30:00;11,2;2,4
2020-04-01;20:38:50;10,2;2,2
2020-04-01;20:43:50;9,6;2
2020-04-01;20:48:50;9,1;1,9
2020-04-01;20:53:50;8,5;1,7
2020-04-01;20:58:50;8;1,7
2020-04-01;21:03:50;7,5;1,5
2020-04-01;21:08:50;7;1,2
2020-04-01;21:13:50;6,4;1,2
2020-04-01;21:18:50;6;1,1
2020-04-01;21:23:50;5,5;1
2020-04-01;21:28:50;5;0,8
2020-04-01;21:33:50;4,5;0,7
2020-04-01;21:38:50;4,1;0,6
2020-04-01;21:43:50;3,7;0,4
2020-04-01;21:48:50;3,3;0,4
2020-04-01;21:53:50;2,8;0,3
2020-04-01;21:58:50;2,4;0,2
2020-04-01;22:03:50;2,1;0,1
2020-04-01;22:08:50;1,8;-0,1
2020-04-01;22:13:50;1,5;-0,2
2020-04-01;22:18:50;1,1;-0,2
2020-04-01;22:23:50;0,9;-0,3
2020-04-01;22:29:40;0,6;-0,3
2020-04-01;22:34:40;0,3;-0,4
2020-04-01;22:39:40;0,2;-0,5
2020-04-01;22:44:40;-0,1;-0,7
2020-04-01;22:49:40;-0,2;-0,7
2020-04-01;22:54:40;-0,4;-0,8
2020-04-01;22:59:40;-0,6;-0,9
2020-04-01;23:04:40;-0,7;-1
2020-04-01;23:09:40;-0,9;-1
2020-04-01;23:14:40;-1;-1,1
2020-04-01;23:24:30;-1,1;-1,3
2020-04-01;23:29:30;-1;-1,3
2020-04-01;23:34:30;-1;-1,4
2020-04-01;23:39:30;-0,8;-1,4
2020-04-01;23:44:30;-0,5;-1,4
2020-04-01;23:49:30;-0,3;-1,6
2020-04-01;23:54:30;-0,2;-1,6
2020-04-01;23:59:30;-0,2;-1,7
2020-04-02;00:05:30;-0,1;-1,7
2020-04-02;00:10:30;0;-1,8
2020-04-02;00:15:30;-0,1;-1,8
2020-04-02;00:20:30;-0,1;-1,9
2020-04-02;00:25:30;-0,2;-1,9
2020-04-02;00:30:30;-0,4;-2
2020-04-02;00:35:30;-0,6;-2,1
2020-04-02;00:40:30;-0,7;-2
2020-04-02;00:45:30;-0,7;-2,1
2020-04-02;00:50:30;-1;-2,3
2020-04-02;00:55:30;-1,1;-2,4
2020-04-02;01:00:30;-1,2;-2,5
2020-04-02;01:05:30;-1,2;-2,6
2020-04-02;01:10:30;-1,5;-2,6
2020-04-02;01:15:30;-1,5;-2,7
2020-04-02;01:20:30;-1,8;-2,7
2020-04-02;01:25:30;-2,1;-2,7
2020-04-02;01:30:30;-2,4;-2,7
2020-04-02;01:35:30;-2,6;-2,8
2020-04-02;01:40:30;-2,8;-2,9
2020-04-02;01:45:30;-3,1;-3
2020-04-02;01:50:30;-3,2;-3,1
2020-04-02;01:55:30;-3,5;-3,2
2020-04-02;02:00:30;-3,6;-3,2
2020-04-02;02:05:30;-3,8;-3,2
2020-04-02;02:10:30;-4;-3,2
2020-04-02;02:15:30;-4,1;-3,2
2020-04-02;02:20:30;-4,2;-3,2
2020-04-02;02:25:30;-4,3;-3,2
2020-04-02;02:30:30;-4,5;-3,2
2020-04-02;02:35:30;-4,5;-3,4
2020-04-02;02:40:30;-4,6;-3,3
2020-04-02;02:45:30;-4,6;-3,3
2020-04-02;02:50:30;-4,8;-3,5
2020-04-02;02:55:30;-4,9;-3,5
2020-04-02;03:00:30;-4,9;-3,6
2020-04-02;03:05:30;-5,1;-3,6
2020-04-02;03:10:30;-5,1;-3,7
2020-04-02;03:15:30;-5,1;-3,8
2020-04-02;03:20:30;-5,1;-3,9
2020-04-02;03:25:30;-5,2;-4
2020-04-02;03:30:30;-5,2;-4
2020-04-02;03:35:30;-5,2;-4,1
2020-04-02;03:40:30;-5,3;-4,2
2020-04-02;03:45:30;-5,3;-4,2
2020-04-02;03:50:30;-5,4;-4,2
2020-04-02;03:55:30;-5,4;-4,3
2020-04-02;04:00:30;-5,5;-4,3
2020-04-02;04:05:30;-5,5;-4,4
2020-04-02;04:10:30;-5,5;-4,5
2020-04-02;04:15:30;-5,5;-4,5
2020-04-02;04:20:30;-5,6;-4,5
2020-04-02;04:25:30;-5,6;-4,5
2020-04-02;04:30:30;-5,7;-4,5
2020-04-02;04:35:30;-5,8;-4,6
2020-04-02;04:40:30;-5,8;-4,6
2020-04-02;04:45:30;-5,8;-4,6
2020-04-02;04:50:30;-5,9;-4,7
2020-04-02;04:55:30;-6;-4,7
2020-04-02;05:00:30;-5,9;-4,7
2020-04-02;05:05:30;-6;-4,7
2020-04-02;05:10:30;-6,1;-4,7
2020-04-02;05:15:30;-6,1;-4,7
2020-04-02;05:20:30;-6,1;-4,7
2020-04-02;05:25:30;-6,2;-4,8
2020-04-02;05:30:30;-6,2;-4,8
2020-04-02;05:35:30;-6,3;-4,8
2020-04-02;05:40:30;-6,3;-4,9
2020-04-02;05:45:30;-6,3;-4,9
2020-04-02;05:50:30;-6,3;-5
2020-04-02;05:55:30;-6,4;-5
2020-04-02;06:00:30;-6,5;-5,1
2020-04-02;06:05:30;-6,5;-5,2
2020-04-02;06:10:30;-6,5;-5,2
2020-04-02;06:15:30;-6,5;-5,2
2020-04-02;06:20:30;-6,6;-5,2
2020-04-02;06:25:30;-6,5;-5,2
2020-04-02;06:30:30;-6,5;-5,2
2020-04-02;06:35:30;-6,6;-5,2
2020-04-02;06:40:30;-6,6;-5,2
2020-04-02;06:45:30;-6,6;-5,2
2020-04-02;06:50:30;-6,7;-5,2
2020-04-02;06:55:30;-6,6;-5,2
2020-04-02;07:00:30;-6,6;-5
2020-04-02;07:05:30;-6,5;-4,8
2020-04-02;07:10:30;-6,4;-4,5
2020-04-02;07:15:30;-6,2;-4,2
2020-04-02;07:20:30;-6;-3,7
2020-04-02;07:25:30;-5,8;-3,4
2020-04-02;07:30:30;-5,6;-3,2
2020-04-02;07:35:30;-5,3;-2,8
2020-04-02;07:40:30;-5,1;-2,6
2020-04-02;07:45:30;-4,6;-2,3
2020-04-02;07:50:30;-4,2;-1,8
2020-04-02;07:55:30;-3,8;-1,5
2020-04-02;08:00:30;-2,7;-1,1
2020-04-02;08:05:30;-1,3;-0,6
2020-04-02;08:10:30;0,7;-0,2
2020-04-02;08:15:30;2,9;0,2
2020-04-02;08:20:30;5,3;0,7
2020-04-02;08:25:30;8;1,2
2020-04-02;08:32:20;11,9;2
2020-04-02;08:37:20;14,8;2,5
2020-04-02;08:44:50;19,2;3,1
2020-04-02;08:49:50;22,5;3,5
2020-04-02;08:54:50;25,9;3,9
2020-04-02;08:59:50;29,6;4,2
2020-04-02;09:04:50;44,9;4,7
2020-04-02;09:09:50;27,4;4,9
2020-04-02;09:14:50;29,7;5,3
2020-04-02;09:19:50;30,2;5,8
2020-04-02;09:24:50;30,9;6,1
2020-04-02;09:29:50;31,7;6,4
2020-04-02;09:34:50;32,5;6,7
2020-04-02;09:39:50;33,5;6,8
2020-04-02;09:44:50;34,3;7,2
2020-04-02;09:49:50;35,2;7,2
2020-04-02;09:54:50;36,1;7,7
2020-04-02;09:59:50;36,8;8
2020-04-02;10:04:50;37,6;8,4
2020-04-02;10:09:50;38,3;8,6
2020-04-02;10:14:50;39,1;8,8
2020-04-02;10:19:50;39,8;9
2020-04-02;10:24:50;40,7;9,1
2020-04-02;10:29:50;41,3;9,4
2020-04-02;10:34:50;42;9,6
2020-04-02;10:39:50;42,8;9,7
2020-04-02;10:44:50;43,5;9,7
2020-04-02;10:49:50;44,2;9,9
2020-04-02;10:54:50;44,9;10,1
2020-04-02;10:59:50;45,4;9,9
2020-04-02;11:04:50;46,3;10,3
2020-04-02;11:09:50;46,9;10,6
2020-04-02;11:14:50;47,4;10,6
2020-04-02;11:19:50;48,1;10,9
2020-04-02;11:24:50;48,6;10,7
2020-04-02;11:29:50;49,2;10,9
2020-04-02;11:34:50;49,7;11,1
2020-04-02;11:39:50;50,4;11,2
2020-04-02;11:44:50;50,9;11,3
2020-04-02;11:49:50;51,4;11,4
2020-04-02;11:54:50;52;11,4
2020-04-02;11:59:50;52,3;11,4
2020-04-02;12:04:50;52,9;10,5
2020-04-02;12:09:50;53,2;11,1
2020-04-02;12:14:50;53,8;11,5
2020-04-02;12:19:50;54;11,8
2020-04-02;12:24:50;54,3;11,7
2020-04-02;12:29:50;54,8;11,3
2020-04-02;12:34:50;55,1;11,3
2020-04-02;12:39:50;55,2;11,4
2020-04-02;12:44:50;55,7;11,5
2020-04-02;12:49:50;55,9;11,9
2020-04-02;12:54:50;56,1;12,2
2020-04-02;12:59:50;56,3;12,2
2020-04-02;13:04:50;56,5;12,5
2020-04-02;13:09:50;56,7;12,6
2020-04-02;13:14:50;56,9;12,4
2020-04-02;13:19:50;56,9;12,4
2020-04-02;13:24:50;57,2;12,4
2020-04-02;13:29:50;57,4;12,7
2020-04-02;13:34:50;57,5;12,9
2020-04-02;13:39:50;57,4;12,9
2020-04-02;13:44:50;57,4;13
2020-04-02;13:49:50;57,4;13
2020-04-02;13:54:50;57,2;12,8
2020-04-02;13:59:50;57,2;12,4
2020-04-02;14:04:50;57,2;12,7
2020-04-02;14:09:50;57,1;12,9
2020-04-02;14:14:50;56,9;12,9
2020-04-02;14:19:50;56,8;12,9
2020-04-02;14:24:50;56,8;13
2020-04-02;14:29:50;56,9;12,9
2020-04-02;14:34:50;56,9;12,4
2020-04-02;14:39:50;57,2;12,3
2020-04-02;14:44:50;57,2;12,4
2020-04-02;14:49:50;57,2;12,7
2020-04-02;14:54:50;57,2;12,9
2020-04-02;15:02:00;57,4;12,5
2020-04-02;15:07:00;57,2;12,4
2020-04-02;15:12:00;57;12,5
2020-04-02;15:17:00;56,8;12,3
2020-04-02;15:22:00;56,5;11,9
2020-04-02;15:27:00;56,4;12
2020-04-02;15:32:00;56,4;12,1
2020-04-02;15:37:00;56;12,1
2020-04-02;15:42:00;55,4;11,8
2020-04-02;15:47:00;54,9;11,7
2020-04-02;15:52:00;54,6;11,7
2020-04-02;15:57:00;54,4;11,9
2020-04-02;16:02:00;54,2;11,9
2020-04-02;16:07:00;53,7;11,8
2020-04-02;16:12:00;55,1;11,7
2020-04-02;16:17:00;54,7;11,7
2020-04-02;16:22:00;55,8;11,6
2020-04-02;16:27:00;53,4;11,6
2020-04-02;16:32:00;55,3;11,5
2020-04-02;16:37:00;57,9;11,5
2020-04-02;16:42:00;53,4;11,4
2020-04-02;16:47:00;57,7;11,2
2020-04-02;16:52:00;52,1;11,1
2020-04-02;16:57:00;52,4;11
2020-04-02;17:02:00;55,7;10,9
2020-04-02;17:07:00;56,5;10,9
2020-04-02;17:12:00;56;10,9
2020-04-02;17:17:00;55;10,7
2020-04-02;17:22:00;53,7;10,6
2020-04-02;17:27:00;52,4;10,6
2020-04-02;17:32:00;50,8;10,5
2020-04-02;17:37:00;49,1;10,5
2020-04-02;17:42:00;47,4;10,4
2020-04-02;17:47:00;45,5;10,2
2020-04-02;17:52:00;43,9;10,1
2020-04-02;17:57:00;42,3;10
2020-04-02;18:02:00;40,7;9,9
2020-04-02;18:07:00;39,1;9,8
2020-04-02;18:12:00;37,3;9,7
2020-04-02;18:17:00;35,8;9,5
2020-04-02;18:22:00;34,5;9,4
2020-04-02;18:27:00;33,1;9,4
2020-04-02;18:32:00;31,8;9,2
2020-04-02;18:37:00;30,7;9
2020-04-02;18:42:00;29,6;8,9
2020-04-02;18:47:00;28,6;8,7
2020-04-02;18:52:00;27,7;8,6
2020-04-02;18:57:00;26,7;8,4
2020-04-02;19:02:00;25,9;8,4
2020-04-02;19:07:00;25;8,1
2020-04-02;19:12:00;24,4;7,9
2020-04-02;19:17:00;23,5;7,9
2020-04-02;19:22:00;23;7,7
2020-04-02;19:27:00;22,2;7,4
2020-04-02;19:32:00;21,5;7,3
2020-04-02;19:37:00;20,9;7,2
2020-04-02;19:42:00;20,2;7
2020-04-02;19:47:00;19,5;6,9
2020-04-02;19:52:00;18,9;6,7
2020-04-02;19:57:00;18,3;6,5
2020-04-02;20:02:00;17,5;6,3
2020-04-02;20:07:00;16,8;6,2
2020-04-02;20:12:00;16,3;6,1
2020-04-02;20:17:00;15,7;5,9
2020-04-02;20:22:00;15,2;5,7
2020-04-02;20:27:00;14,6;5,6
2020-04-02;20:32:00;14,4;5,3
2020-04-02;20:38:30;14;5,2
2020-04-02;20:43:30;13,7;5,1
2020-04-02;20:50:50;13,2;5
2020-04-02;20:55:50;12,9;4,9
2020-04-02;21:00:50;12,7;4,7
2020-04-02;21:09:50;12,3;4,7
2020-04-02;21:14:50;12,1;4,5
2020-04-02;21:19:50;11,7;4,4
2020-04-02;21:24:50;11,5;4,3
2020-04-02;21:29:50;11;4,2
2020-04-02;21:34:50;10,8;4,2
2020-04-02;21:41:00;9,7;4,2
2020-04-02;21:46:00;8,9;4,2
2020-04-02;21:51:00;7,6;4,1
2020-04-02;21:59:30;5,9;3,8
2020-04-02;22:04:30;5,3;3,7
2020-04-02;22:09:30;4,7;3,5
2020-04-02;22:17:30;4;3,2
2020-04-02;22:22:30;3,7;3,1
2020-04-02;22:27:30;3,3;2,9
2020-04-02;22:32:30;3,1;2,8
2020-04-02;22:37:30;2,7;2,7
2020-04-02;22:42:30;2,4;2,6
2020-04-02;22:47:30;2,3;2,4
2020-04-02;22:52:30;2;2,2
2020-04-02;22:57:30;1,8;2,2
2020-04-02;23:02:30;1,6;2
2020-04-02;23:07:40;1,4;1,7
2020-04-02;23:12:40;1,3;1,7
2020-04-02;23:17:40;1,1;1,5
2020-04-02;23:22:40;0,9;1,5
2020-04-02;23:27:40;0,8;1,3
2020-04-02;23:32:40;0,8;1,2
2020-04-02;23:37:40;0,7;1,2
2020-04-02;23:42:40;0,7;1,1
2020-04-02;23:47:40;0,5;1,1
2020-04-02;23:52:40;0,3;1
2020-04-02;23:57:40;0,3;0,9
2020-04-03;00:03:40;0,2;0,7
2020-04-03;00:08:40;0,1;0,7
2020-04-03;00:13:40;0,1;0,6
2020-04-03;00:18:40;-0,1;0,5
2020-04-03;00:23:40;-0,2;0,4
2020-04-03;00:28:40;-0,2;0,3
2020-04-03;00:33:40;-0,4;0,3
2020-04-03;00:38:40;-0,6;0,2
2020-04-03;00:43:40;-0,6;0,1
2020-04-03;00:48:40;-0,6;0,1
2020-04-03;00:53:40;-0,7;0
2020-04-03;00:58:40;-0,8;-0,1
2020-04-03;01:03:40;-0,9;-0,1
2020-04-03;01:08:40;-1;-0,2
2020-04-03;01:13:40;-1,1;-0,1
2020-04-03;01:18:40;-1,1;-0,2
2020-04-03;01:23:40;-1,2;-0,3
2020-04-03;01:28:40;-1,2;-0,3
2020-04-03;01:33:40;-1,2;-0,4
2020-04-03;01:38:40;-1,4;-0,4
2020-04-03;01:43:40;-1,5;-0,5
2020-04-03;01:48:40;-1,5;-0,6
2020-04-03;01:53:40;-1,6;-0,7
2020-04-03;01:58:40;-1,6;-0,6
2020-04-03;02:03:40;-1,8;-0,8
2020-04-03;02:08:40;-1,8;-0,9
2020-04-03;02:13:40;-1,9;-1
2020-04-03;02:18:40;-1,9;-1
2020-04-03;02:23:40;-2;-1,1
2020-04-03;02:28:40;-2,1;-1,1
2020-04-03;02:33:40;-2,1;-1,2
2020-04-03;02:38:40;-2,1;-1,3
2020-04-03;02:43:40;-2,1;-1,3
2020-04-03;02:48:40;-2,1;-1,3
2020-04-03;02:53:40;-2,2;-1,3
2020-04-03;02:58:40;-2,2;-1,3
2020-04-03;03:03:40;-2,2;-1,4
2020-04-03;03:08:40;-2,2;-1,5
2020-04-03;03:13:40;-2,4;-1,6
2020-04-03;03:18:40;-2,3;-1,6
2020-04-03;03:23:40;-2,5;-1,7
2020-04-03;03:28:40;-2,5;-1,7
2020-04-03;03:33:40;-2,6;-1,7
2020-04-03;03:38:40;-2,6;-1,8
2020-04-03;03:43:40;-2,6;-1,8
2020-04-03;03:48:40;-2,6;-1,8
2020-04-03;03:53:40;-2,6;-1,8
2020-04-03;03:58:40;-2,6;-1,8
2020-04-03;04:03:40;-2,7;-1,9
2020-04-03;04:08:40;-2,7;-1,8
2020-04-03;04:13:40;-2,8;-1,8
2020-04-03;04:18:40;-2,8;-1,8
2020-04-03;04:23:40;-2,9;-1,8
2020-04-03;04:28:40;-2,8;-1,8
2020-04-03;04:33:40;-2,9;-1,8
2020-04-03;04:38:40;-3;-1,8
2020-04-03;04:43:40;-3,1;-1,8
2020-04-03;04:48:40;-3,1;-1,8
2020-04-03;04:53:40;-3,1;-1,8
2020-04-03;04:58:40;-3,1;-1,9
2020-04-03;05:03:40;-3,1;-1,8
2020-04-03;05:08:40;-3,2;-1,8
2020-04-03;05:13:40;-3,2;-1,7
2020-04-03;05:18:40;-3,2;-1,6
2020-04-03;05:23:40;-3,2;-1,6
2020-04-03;05:28:40;-3,2;-1,6
2020-04-03;05:33:40;-3,2;-1,7
2020-04-03;05:38:40;-3,2;-1,6
2020-04-03;05:43:40;-3,2;-1,6
2020-04-03;05:48:40;-3,2;-1,4
2020-04-03;05:53:40;-3,1;-1,4
2020-04-03;05:58:40;-3,1;-1,3
2020-04-03;06:03:40;-3,1;-1,4
2020-04-03;06:08:40;-3,2;-1,3
2020-04-03;06:13:40;-3,1;-1,3
2020-04-03;06:18:40;-3,1;-1,4
2020-04-03;06:23:40;-3,1;-1,5
2020-04-03;06:28:40;-3,1;-1,5
2020-04-03;06:33:40;-3,1;-1,7
2020-04-03;06:38:40;-3,1;-1,8
