Datum;Uhrzeit;S1/2 - Solar;S7/2 - Temp. Aussen
2020-03-01;05:25:00;1,2;2,7
2020-03-01;05:30:00;1,1;2,6
2020-03-01;05:35:00;1,2;2,7
2020-03-01;05:40:00;1,2;2,7
2020-03-01;05:45:00;1,2;2,7
2020-03-01;05:50:00;1,2;2,7
2020-03-01;05:55:00;1,2;2,7
2020-03-01;06:00:00;1,3;2,7
2020-03-01;06:05:00;1,3;2,7
2020-03-01;06:10:00;1,3;2,7
2020-03-01;06:15:00;1,3;2,7
2020-03-01;06:20:00;1,3;2,7
2020-03-01;06:25:00;1,3;2,7
2020-03-01;06:30:00;1,4;2,7
2020-03-01;06:35:00;1,3;2,7
2020-03-01;06:40:00;1,4;2,7
2020-03-01;06:45:00;1,3;2,7
2020-03-01;06:50:00;1,3;2,7
2020-03-01;06:55:00;1,3;2,7
2020-03-01;07:00:00;1,4;2,7
2020-03-01;07:05:00;1,4;2,7
2020-03-01;07:10:00;1,4;2,7
2020-03-01;07:15:00;1,4;2,8
2020-03-01;07:20:00;1,6;2,8
2020-03-01;07:25:00;1,8;2,8
2020-03-01;07:30:00;1,9;3
2020-03-01;07:35:00;2,3;3
2020-03-01;07:40:00;2,7;3,1
2020-03-01;07:45:00;3;3,2
2020-03-01;07:50:00;3,3;3,2
2020-03-01;07:55:00;3,4;3,2
2020-03-01;08:00:00;3,6;3,2
2020-03-01;08:05:00;3,6;3,2
2020-03-01;08:10:00;3,7;3,2
2020-03-01;08:15:00;3,8;3,2
2020-03-01;08:20:00;3,8;3,2
2020-03-01;08:25:00;3,8;3,2
2020-03-01;08:30:00;3,8;3,3
2020-03-01;08:35:00;3,9;3,3
2020-03-01;08:40:00;3,9;3,3
2020-03-01;08:45:00;4;3,4
2020-03-01;08:50:00;4,2;3,3
2020-03-01;08:55:00;4,3;3,5
2020-03-01;09:00:00;4,6;3,6
2020-03-01;09:06:40;5,2;3,6
2020-03-01;09:11:40;6;3,7
2020-03-01;09:16:40;7,4;4,1
2020-03-01;09:21:40;9,4;4,4
2020-03-01;09:26:40;11;4,7
2020-03-01;09:31:40;14;5,2
2020-03-01;09:36:40;17,4;5,7
2020-03-01;09:41:40;20,5;6,2
2020-03-01;09:46:40;22,9;6,4
2020-03-01;09:51:40;24,9;6,5
2020-03-01;09:56:40;26,2;6,7
2020-03-01;10:01:40;25,4;6,7
2020-03-01;10:08:20;24,8;6,9
2020-03-01;10:13:20;27,3;7,3
2020-03-01;10:18:20;29,8;7,5
2020-03-01;10:23:20;29,2;7,4
2020-03-01;10:28:20;27,1;7,3
2020-03-01;10:33:20;25,7;7,3
2020-03-01;10:38:20;24,7;7,4
2020-03-01;10:43:20;24,1;7,5
2020-03-01;10:48:40;24,5;7,8
2020-03-01;10:53:40;26,4;8,1
2020-03-01;10:58:40;27,8;8,5
2020-03-01;11:03:40;28,6;8,6
2020-03-01;11:08:40;29,4;8,8
2020-03-01;11:13:40;30,9;8,7
2020-03-01;11:18:40;31,5;8,7
2020-03-01;11:23:40;31,2;8,7
2020-03-01;11:28:40;30,7;8,7
2020-03-01;11:33:40;30;8,8
2020-03-01;11:38:40;29,2;8,7
2020-03-01;11:43:40;28,5;8,8
2020-03-01;11:48:40;28,3;8,7
2020-03-01;11:57:20;29,2;9
2020-03-01;12:02:20;29,5;9,2
2020-03-01;12:07:20;29,7;9,4
2020-03-01;12:12:20;29,9;9,4
2020-03-01;12:17:20;30;9,4
2020-03-01;12:22:20;30,2;9,3
2020-03-01;12:27:20;30,2;9,3
2020-03-01;12:32:20;30,2;9,2
2020-03-01;12:37:20;30,9;9,3
2020-03-01;12:43:10;31,9;9,3
2020-03-01;12:48:10;31,8;9,2
2020-03-01;12:53:10;31,6;9,1
2020-03-01;12:58:10;31,5;9,2
2020-03-01;13:03:10;31,8;9,4
2020-03-01;13:08:10;33,2;9,5
2020-03-01;13:13:10;34,5;9,4
2020-03-01;13:18:10;34,7;9,4
2020-03-01;13:23:10;34,1;9,2
2020-03-01;13:28:10;33,6;9,1
2020-03-01;13:33:10;33,5;9,1
2020-03-01;13:38:10;33,3;9,1
2020-03-01;13:43:10;33,1;9,2
2020-03-01;13:48:10;32,6;9,1
2020-03-01;13:53:10;31,7;9,2
2020-03-01;13:58:10;30,7;9
2020-03-01;14:03:10;29,9;9
2020-03-01;14:08:10;29,2;8,9
2020-03-01;14:13:10;29;9
2020-03-01;14:18:10;28,8;8,9
2020-03-01;14:27:10;30,4;8,9
2020-03-01;14:32:10;31;8,9
2020-03-01;14:37:10;30,5;8,9
2020-03-01;14:42:10;30,2;8,9
2020-03-01;14:47:10;30,4;8,9
2020-03-01;14:52:10;33,4;9,1
2020-03-01;14:57:10;45,4;9,4
2020-03-01;15:02:10;61,6;9,8
2020-03-01;15:07:10;49,4;9,9
2020-03-01;15:12:10;46,5;10
2020-03-01;15:17:10;47,4;10,1
2020-03-01;15:22:10;46,8;10,1
2020-03-01;15:27:10;46,9;10,2
2020-03-01;15:32:10;44;10,4
2020-03-01;15:37:10;44,2;10,4
2020-03-01;15:42:10;43,4;10,4
2020-03-01;15:47:10;42,9;10,3
2020-03-01;15:52:10;45,7;10,2
2020-03-01;15:57:10;46,2;10
2020-03-01;16:02:10;43,9;9,8
2020-03-01;16:07:10;38,4;9,7
2020-03-01;16:12:10;39,2;9,4
2020-03-01;16:17:10;39,4;9,3
2020-03-01;16:22:10;38,5;9
2020-03-01;16:31:30;35,7;8,4
2020-03-01;16:36:50;34,2;8,1
2020-03-01;16:41:50;32,8;7,9
2020-03-01;16:46:50;31,4;7,7
2020-03-01;16:51:50;30;7,5
2020-03-01;16:56:50;28,8;7,3
2020-03-01;17:01:50;27,6;7,2
2020-03-01;17:06:50;26,5;7,1
2020-03-01;17:11:50;25,5;6,9
2020-03-01;17:16:50;24,4;6,7
2020-03-01;17:21:50;23,5;6,6
2020-03-01;17:26:50;22,6;6,5
2020-03-01;17:31:50;21,7;6,4
2020-03-01;17:36:50;20,9;6,3
2020-03-01;17:41:50;20,3;6,2
2020-03-01;17:46:50;19,7;6
2020-03-01;17:51:50;19,3;6
2020-03-01;17:56:50;18,7;5,9
2020-03-01;18:01:50;18,4;5,7
2020-03-01;18:06:50;17,9;5,7
2020-03-01;18:11:50;16,8;5,6
2020-03-01;18:16:50;15,8;5,5
2020-03-01;18:21:50;15,3;5,5
2020-03-01;18:26:50;15;5,4
2020-03-01;18:31:50;15,2;5,3
2020-03-01;18:36:50;15,1;5,3
2020-03-01;18:41:50;15;5,3
2020-03-01;18:46:50;14,8;5,2
2020-03-01;18:51:50;14,7;5,2
2020-03-01;18:56:50;14,4;5,2
2020-03-01;19:01:50;14,1;5,1
2020-03-01;19:06:50;13,7;5,1
2020-03-01;19:11:50;13,5;5,1
2020-03-01;19:16:50;13,2;5,1
2020-03-01;19:21:50;12,8;5
2020-03-01;19:26:50;12,3;5
2020-03-01;19:31:50;11,6;4,9
2020-03-01;19:36:50;11,1;4,9
2020-03-01;19:41:50;10,8;4,9
2020-03-01;19:46:50;10,8;4,8
2020-03-01;19:51:50;10,5;4,8
2020-03-01;19:56:50;10,1;4,8
2020-03-01;20:01:50;9,7;4,7
2020-03-01;20:06:50;9,5;4,7
2020-03-01;20:11:50;9,2;4,7
2020-03-01;20:16:50;9;4,7
2020-03-01;20:21:50;8,9;4,7
2020-03-01;20:26:50;8,8;4,7
2020-03-01;20:31:50;8,4;4,6
2020-03-01;20:36:50;8,2;4,6
2020-03-01;20:41:50;7,8;4,6
2020-03-01;20:46:50;7,9;4,6
2020-03-01;20:51:50;7,8;4,7
2020-03-01;20:56:50;7,6;4,9
2020-03-01;21:01:50;7,8;5
2020-03-01;21:06:50;7,8;5,1
2020-03-01;21:11:50;7,6;5,2
2020-03-01;21:16:50;7,7;5,2
2020-03-01;21:22:00;7,5;5,2
2020-03-01;21:27:00;7,5;5,2
2020-03-01;21:32:00;7,4;5,3
2020-03-01;21:38:00;7,4;5,4
2020-03-01;21:43:00;7,3;5,5
2020-03-01;21:48:00;7,3;5,6
2020-03-01;21:53:00;7,3;5,6
2020-03-01;21:58:00;7,2;5,7
2020-03-01;22:03:00;7,2;5,7
2020-03-01;22:08:00;7;5,7
2020-03-01;22:13:00;6,9;5,7
2020-03-01;22:18:00;6,8;5,7
2020-03-01;22:23:00;6,7;5,7
2020-03-01;22:28:00;6,7;5,7
2020-03-01;22:33:00;6,4;5,7
2020-03-01;22:38:00;6,4;5,6
2020-03-01;22:43:00;6,3;5,6
2020-03-01;22:48:00;6,3;5,6
2020-03-01;22:53:00;6;5,6
2020-03-01;22:58:00;6;5,5
2020-03-01;23:03:00;5,8;5,4
2020-03-01;23:08:00;5,8;5,4
2020-03-01;23:13:00;5,8;5,4
2020-03-01;23:18:00;5,7;5,4
2020-03-01;23:23:00;5,6;5,3
2020-03-01;23:28:00;5,6;5,2
2020-03-01;23:33:00;5,5;5,2
2020-03-01;23:38:00;5,4;5,2
2020-03-01;23:43:00;5,4;5,2
2020-03-01;23:48:00;5,4;5,2
2020-03-01;23:53:00;5,3;5,2
2020-03-01;23:58:00;5,3;5,2
2020-03-02;00:03:00;5,3;5,2
2020-03-02;00:08:00;5,3;5,1
2020-03-02;00:13:00;5,2;5,1
2020-03-02;00:18:00;5,1;5,1
2020-03-02;00:23:00;5,2;5,2
2020-03-02;00:28:00;5,2;5,2
2020-03-02;00:33:00;5,2;5,1
2020-03-02;00:38:00;5,1;5,1
2020-03-02;00:43:00;5,1;5,1
2020-03-02;00:48:00;5,1;5,1
2020-03-02;00:53:00;5,1;5,1
2020-03-02;00:58:00;5,1;5,1
2020-03-02;01:03:00;5,1;5,1
2020-03-02;01:08:00;5;5,1
2020-03-02;01:13:00;5,1;5,1
2020-03-02;01:18:00;5,1;5,1
2020-03-02;01:23:00;5;5,1
2020-03-02;01:28:00;5;5,1
2020-03-02;01:33:00;5;5,2
2020-03-02;01:38:00;5;5,2
2020-03-02;01:43:00;4,9;5,2
2020-03-02;01:48:00;5;5,1
2020-03-02;01:53:00;5;5,2
2020-03-02;01:58:00;5;5,1
2020-03-02;02:03:00;4,9;5,2
2020-03-02;02:08:00;5;5,2
2020-03-02;02:13:00;4,9;5,2
2020-03-02;02:18:00;4,9;5,2
2020-03-02;02:23:00;4,9;5,2
2020-03-02;02:28:00;5;5,3
2020-03-02;02:33:00;4,9;5,3
2020-03-02;02:38:00;4,9;5,3
2020-03-02;02:43:00;5;5,4
2020-03-02;02:48:00;4,9;5,3
2020-03-02;02:53:00;4,9;5,4
2020-03-02;02:58:00;4,9;5,4
2020-03-02;03:03:00;4,9;5,4
2020-03-02;03:08:00;5;5,3
2020-03-02;03:13:00;4,9;5,3
2020-03-02;03:18:00;4,9;5,3
2020-03-02;03:23:00;4,8;5,3
2020-03-02;03:28:00;4,8;5,3
2020-03-02;03:33:00;4,8;5,2
2020-03-02;03:38:00;4,8;5
2020-03-02;03:43:00;4,8;4,7
2020-03-02;03:48:00;4,8;4,6
2020-03-02;03:53:00;4,7;4,3
2020-03-02;03:58:00;4,6;3,8
2020-03-02;04:03:00;4,4;3,6
2020-03-02;04:08:00;4,3;3,2
2020-03-02;04:13:00;4,1;3,1
2020-03-02;04:18:00;3,9;3,1
2020-03-02;04:23:00;3,8;3
2020-03-02;04:28:00;3,7;3
2020-03-02;04:33:00;3,6;3
2020-03-02;04:38:00;3,4;2,9
2020-03-02;04:43:00;3,3;2,9
2020-03-02;04:48:00;3,3;2,9
2020-03-02;04:53:00;3,1;2,8
2020-03-02;04:58:00;3,1;2,8
2020-03-02;05:03:00;2,9;2,7
2020-03-02;05:08:00;2,8;2,7
2020-03-02;05:13:00;2,7;2,7
2020-03-02;05:18:00;2,7;2,7
2020-03-02;05:23:00;2,6;2,7
2020-03-02;05:28:00;2,5;2,7
2020-03-02;05:33:00;2,5;2,8
2020-03-02;05:38:00;2,4;2,8
2020-03-02;05:43:00;2,4;2,8
2020-03-02;05:48:00;2,3;2,9
2020-03-02;05:53:00;2,4;3
2020-03-02;05:58:00;2,3;3,1
2020-03-02;06:03:00;2,3;3,1
2020-03-02;06:08:00;2,3;3,2
2020-03-02;06:13:00;2,3;3,2
2020-03-02;06:18:00;2,3;3,2
2020-03-02;06:23:00;2,4;3,2
2020-03-02;06:28:00;2,4;3,3
2020-03-02;06:33:00;2,4;3,4
2020-03-02;06:38:00;2,5;3,5
2020-03-02;06:43:00;2,5;3,6
2020-03-02;06:48:00;2,6;3,6
2020-03-02;06:53:00;2,6;3,6
2020-03-02;06:58:00;2,7;3,7
2020-03-02;07:03:00;2,8;3,7
2020-03-02;07:08:00;2,8;3,7
2020-03-02;07:13:00;2,9;3,7
2020-03-02;07:18:00;3,1;3,9
2020-03-02;07:23:00;3,2;3,9
2020-03-02;07:28:00;3,3;3,9
2020-03-02;07:33:00;3,5;3,9
2020-03-02;07:38:00;3,8;4
2020-03-02;07:43:00;4;4
2020-03-02;07:48:00;4,2;4,1
2020-03-02;07:53:00;4,3;4,1
2020-03-02;07:58:00;4,4;4,2
2020-03-02;08:03:00;4,7;4,2
2020-03-02;08:08:00;4,9;4,2
2020-03-02;08:13:00;5,4;4,3
2020-03-02;08:18:00;5,6;4,3
2020-03-02;08:23:00;5,8;4,3
2020-03-02;08:28:00;6,3;4,4
2020-03-02;08:33:00;6,8;4,5
2020-03-02;08:38:00;7,8;4,7
2020-03-02;08:43:00;10,5;5,1
2020-03-02;08:48:00;13,3;5,2
2020-03-02;08:53:00;16,5;5,7
2020-03-02;08:58:00;19,4;5,9
2020-03-02;09:03:00;21,5;6,2
2020-03-02;09:08:00;24,1;6,5
2020-03-02;09:13:00;24,3;6,5
2020-03-02;09:18:00;23,7;6,5
2020-03-02;09:23:00;23,6;6,5
2020-03-02;09:28:00;23,4;6,4
2020-03-02;09:33:00;23,4;6,3
2020-03-02;09:38:00;23,5;6,2
2020-03-02;09:43:00;23,4;6,2
2020-03-02;09:48:00;23,4;6,1
2020-03-02;09:53:00;23,5;6,2
2020-03-02;09:59:10;41,5;7,3
2020-03-02;10:04:10;55,6;8,1
2020-03-02;10:09:10;67,6;8,7
2020-03-02;10:14:10;92,8;9,1
2020-03-02;10:19:10;60,7;9,4
2020-03-02;10:24:10;77,7;9,9
2020-03-02;10:29:10;69;10,3
2020-03-02;10:34:10;64,7;10,4
2020-03-02;10:39:10;76,9;10,8
2020-03-02;10:44:10;72,6;11,2
2020-03-02;10:49:10;65,6;11,5
2020-03-02;10:54:10;73,4;11,8
2020-03-02;10:59:10;76,6;11,9
2020-03-02;11:04:10;69,8;11,8
2020-03-02;11:09:10;66,6;12
2020-03-02;11:14:10;77;12,2
2020-03-02;11:19:10;76,5;12,4
2020-03-02;11:24:10;69,1;12,8
2020-03-02;11:29:10;69;12,9
2020-03-02;11:35:20;72;13,2
2020-03-02;11:40:20;78,8;13,4
2020-03-02;11:45:20;73,9;13,7
2020-03-02;11:50:20;67,9;13,8
2020-03-02;11:55:20;71,6;13,8
2020-03-02;12:00:20;78,6;13,6
2020-03-02;12:06:40;78,2;13,9
2020-03-02;12:11:40;72,1;14,3
2020-03-02;12:16:40;67,1;14,4
2020-03-02;12:21:40;71,3;14,4
2020-03-02;12:26:40;77,2;14,4
2020-03-02;12:31:40;70;14,6
2020-03-02;12:36:40;67,7;14,9
2020-03-02;12:41:40;76,3;14,9
2020-03-02;12:46:40;68;14,7
2020-03-02;12:51:40;64,4;14,2
2020-03-02;12:56:40;72,9;14,1
2020-03-02;13:01:40;70,6;13,9
2020-03-02;13:06:40;62,1;13,6
2020-03-02;13:11:40;65,7;13,6
2020-03-02;13:16:40;70,4;13,5
2020-03-02;13:23:30;68,4;13,4
2020-03-02;13:28:30;59,6;13,4
2020-03-02;13:33:30;61,8;13,5
2020-03-02;13:38:30;65,2;13,3
2020-03-02;13:43:30;57,4;13,2
2020-03-02;13:48:30;65,4;12,9
2020-03-02;13:53:30;56,8;12,9
2020-03-02;13:58:30;60,8;12,8
2020-03-02;14:03:30;52;12,5
2020-03-02;14:08:30;53,6;12,7
2020-03-02;14:13:30;57,1;12,9
2020-03-02;14:18:30;59,8;12,9
2020-03-02;14:24:10;49,9;12,9
2020-03-02;14:29:10;54,8;12,8
2020-03-02;14:34:10;52,7;12,8
2020-03-02;14:39:10;58,9;12,7
2020-03-02;14:44:10;52,9;12,9
2020-03-02;14:49:10;61,3;12,9
2020-03-02;14:54:10;53,8;13
2020-03-02;14:59:10;63,8;12,9
2020-03-02;15:04:10;57,4;12,9
2020-03-02;15:09:10;65,4;12,7
2020-03-02;15:14:10;56;12,5
2020-03-02;15:19:10;61,5;12,4
2020-03-02;15:24:10;62,1;12,1
2020-03-02;15:29:10;61,5;11,9
2020-03-02;15:34:10;60,1;11,7
2020-03-02;15:39:10;58,1;11,7
2020-03-02;15:44:10;56,7;11,7
2020-03-02;15:49:10;56,6;11,6
2020-03-02;15:54:10;56,1;11,5
2020-03-02;15:59:10;54,2;11,4
2020-03-02;16:04:10;51,6;11,1
2020-03-02;16:09:10;49,1;10,9
2020-03-02;16:14:10;46,3;10,6
2020-03-02;16:19:10;43,3;10,4
2020-03-02;16:24:10;40,7;10,2
2020-03-02;16:29:10;38,7;10
2020-03-02;16:34:10;37,4;9,9
2020-03-02;16:39:10;36,1;9,9
2020-03-02;16:44:10;34,7;9,9
2020-03-02;16:49:10;33,2;9,8
2020-03-02;16:54:10;32;9,7
2020-03-02;16:59:10;30,8;9,7
2020-03-02;17:04:10;29,7;9,6
2020-03-02;17:09:10;28,8;9,5
2020-03-02;17:14:10;27,9;9,4
2020-03-02;17:19:10;27,1;9,4
2020-03-02;17:24:10;26,3;9,4
2020-03-02;17:29:10;25,5;9,3
2020-03-02;17:34:10;24,7;9,3
2020-03-02;17:39:10;24;9,2
2020-03-02;17:44:10;23,5;9,2
2020-03-02;17:49:10;23;9
2020-03-02;17:54:10;22,5;9,1
2020-03-02;17:59:10;21,8;9
2020-03-02;18:04:10;21,4;9
2020-03-02;18:09:10;21;9,1
2020-03-02;18:14:10;20,3;9
2020-03-02;18:19:10;19,7;9
2020-03-02;18:24:10;19,4;8,9
2020-03-02;18:29:10;18,8;9
2020-03-02;18:34:10;18,2;9
2020-03-02;18:39:10;17,8;8,9
2020-03-02;18:44:10;17,5;9
2020-03-02;18:49:10;16,9;8,9
2020-03-02;18:54:10;16,4;8,9
2020-03-02;18:59:10;16;8,9
2020-03-02;19:04:10;15,5;8,9
2020-03-02;19:09:10;15,1;8,9
2020-03-02;19:14:10;14,8;8,9
2020-03-02;19:19:10;14,5;8,8
2020-03-02;19:24:10;14,1;8,8
2020-03-02;19:29:10;13,6;8,7
2020-03-02;19:34:10;13,2;8,7
2020-03-02;19:39:10;12,6;8,7
2020-03-02;19:44:10;12,2;8,7
2020-03-02;19:49:10;11,8;8,7
2020-03-02;19:54:10;11,5;8,7
2020-03-02;19:59:10;11;8,7
2020-03-02;20:04:10;10,6;8,8
2020-03-02;20:09:10;10,3;8,7
2020-03-02;20:14:10;10;8,8
2020-03-02;20:19:10;9,9;8,8
2020-03-02;20:24:10;9,6;8,7
2020-03-02;20:29:10;9,6;8,8
2020-03-02;20:34:10;9,5;8,7
2020-03-02;20:39:10;9,4;8,8
2020-03-02;20:44:10;9,2;8,7
2020-03-02;20:49:10;9,1;8,7
2020-03-02;20:54:10;9;8,8
2020-03-02;20:59:10;9;8,8
2020-03-02;21:04:10;8,9;8,8
2020-03-02;21:09:10;8,8;8,7
2020-03-02;21:14:10;8,8;8,7
2020-03-02;21:19:10;8,8;8,7
2020-03-02;21:24:10;8,6;8,6
2020-03-02;21:29:40;8,6;8,7
2020-03-02;21:34:40;8,5;8,6
2020-03-02;21:39:40;8,5;8,6
2020-03-02;21:44:40;8,4;8,5
2020-03-02;21:49:40;8,4;8,7
2020-03-02;21:56:30;8,3;8,6
2020-03-02;22:01:30;8,3;8,6
2020-03-02;22:06:30;8,3;8,6
2020-03-02;22:11:30;8,2;8,6
2020-03-02;22:16:30;8,1;8,5
2020-03-02;22:21:30;8,1;8,5
2020-03-02;22:26:30;8,1;8,4
2020-03-02;22:31:30;7,9;8,3
2020-03-02;22:36:30;8;8,3
2020-03-02;22:41:30;7,8;8,2
2020-03-02;22:46:30;7,8;8,1
2020-03-02;22:51:30;7,8;8,1
2020-03-02;22:56:30;7,8;8,1
2020-03-02;23:01:30;7,7;8
2020-03-02;23:06:30;7,7;7,9
2020-03-02;23:11:30;7,6;7,9
2020-03-02;23:16:30;7,5;7,9
2020-03-02;23:21:30;7,4;7,7
2020-03-02;23:26:30;7,3;7,7
2020-03-02;23:31:30;7,3;7,6
2020-03-02;23:36:30;7,2;7,6
2020-03-02;23:41:30;7,2;7,5
2020-03-02;23:46:30;7,2;7,4
2020-03-02;23:51:30;7;7,4
2020-03-02;23:56:30;6,9;7,5
2020-03-03;00:02:30;6,9;7,4
2020-03-03;00:07:30;6,8;7,4
2020-03-03;00:12:30;6,8;7,3
2020-03-03;00:17:30;6,7;7,3
2020-03-03;00:22:30;6,8;7,3
2020-03-03;00:27:30;6,6;7,3
2020-03-03;00:32:30;6,6;7,3
2020-03-03;00:37:30;6,4;7,2
2020-03-03;00:42:30;6,4;7,2
2020-03-03;00:47:30;6,4;7,2
2020-03-03;00:52:30;6,4;7,2
2020-03-03;00:57:30;6,3;7,1
2020-03-03;01:02:30;6,4;7
2020-03-03;01:07:30;6,3;7
2020-03-03;01:12:30;6,4;7,2
2020-03-03;01:17:30;6,3;7,1
2020-03-03;01:22:30;6,3;7,2
2020-03-03;01:27:30;6,3;7,2
2020-03-03;01:32:30;6,3;7,3
2020-03-03;01:37:30;6,3;7,3
2020-03-03;01:42:30;6,4;7,4
2020-03-03;01:47:30;6,4;7,5
2020-03-03;01:52:30;6,4;7,6
2020-03-03;01:57:30;6,5;7,8
2020-03-03;02:02:30;6,6;7,9
2020-03-03;02:07:30;6,7;8
2020-03-03;02:12:30;6,8;8,1
2020-03-03;02:17:30;6,8;8,2
2020-03-03;02:22:30;6,8;8,2
2020-03-03;02:27:30;6,9;8,3
2020-03-03;02:32:30;7;8,3
2020-03-03;02:37:30;7,1;8,3
2020-03-03;02:42:30;7,1;8,3
2020-03-03;02:47:30;7,1;8,3
2020-03-03;02:52:30;7,3;8,4
2020-03-03;02:57:30;7,2;8,4
2020-03-03;03:02:30;7,3;8,4
2020-03-03;03:07:30;7,3;8,4
2020-03-03;03:12:30;7,3;8,4
2020-03-03;03:17:30;7,3;8,3
2020-03-03;03:22:30;7,3;8,2
2020-03-03;03:27:30;7,3;8,2
2020-03-03;03:32:30;7,3;8,2
2020-03-03;03:37:30;7,3;8
2020-03-03;03:42:30;7,3;8,1
2020-03-03;03:47:30;7,3;8,1
2020-03-03;03:52:30;7,4;8,1
2020-03-03;03:57:30;7,3;8
2020-03-03;04:02:30;7,3;8
2020-03-03;04:07:30;7,3;7,9
2020-03-03;04:12:30;7,3;7,9
2020-03-03;04:17:30;7,3;7,9
2020-03-03;04:22:30;7,2;7,9
2020-03-03;04:27:30;7,3;7,9
2020-03-03;04:32:30;7,2;7,9
2020-03-03;04:37:30;7,2;7,8
2020-03-03;04:42:30;7,1;7,8
2020-03-03;04:47:30;7,1;7,7
2020-03-03;04:52:30;7,1;7,7
2020-03-03;04:57:30;7;7,7
2020-03-03;05:02:30;7;7,6
2020-03-03;05:07:30;7;7,6
2020-03-03;05:12:30;6,9;7,6
2020-03-03;05:17:30;6,9;7,5
2020-03-03;05:22:30;6,9;7,5
2020-03-03;05:27:30;6,9;7,4
2020-03-03;05:32:30;6,8;7,5
2020-03-03;05:37:30;6,9;7,5
2020-03-03;05:42:30;6,9;7,6
2020-03-03;05:47:30;6,9;7,6
2020-03-03;05:52:30;6,8;7,6
2020-03-03;05:57:30;6,8;7,6
2020-03-03;06:02:30;6,8;7,6
2020-03-03;06:07:30;6,8;7,5
2020-03-03;06:12:30;6,8;7,6
2020-03-03;06:17:30;6,8;7,6
2020-03-03;06:22:30;6,8;7,6
2020-03-03;06:27:30;6,8;7,6
2020-03-03;06:32:30;6,8;7,6
2020-03-03;06:37:30;6,8;7,5
2020-03-03;06:42:30;6,8;7,4
2020-03-03;06:47:30;6,9;7,4
2020-03-03;06:52:30;6,8;7,3
2020-03-03;06:57:30;6,8;7,2
2020-03-03;07:02:30;6,8;7
2020-03-03;07:07:30;6,7;6,8
2020-03-03;07:12:30;6,6;6,7
2020-03-03;07:17:30;6,6;6,7
2020-03-03;07:22:30;6,5;6,6
2020-03-03;07:27:30;6,5;6,6
2020-03-03;07:32:30;6,4;6,5
2020-03-03;07:37:30;6,4;6,3
2020-03-03;07:42:30;6,3;6,2
2020-03-03;07:47:30;6,3;6,1
2020-03-03;07:52:30;6,3;5,8
2020-03-03;07:57:30;6,2;5,7
2020-03-03;08:02:30;6,1;5,5
2020-03-03;08:07:30;6;5,2
2020-03-03;08:12:30;6;5,2
2020-03-03;08:17:30;6,1;4,9
2020-03-03;08:22:30;6,2;4,7
