Datum;Uhrzeit;S1/2 - Solar;S7/2 - Temp. Aussen
2020-01-01;05:18:30;-3,1;-1,3
2020-01-01;05:23:30;-3,2;-1,3
2020-01-01;05:28:30;-3,3;-1,4
2020-01-01;05:33:30;-3,4;-1,4
2020-01-01;05:38:30;-3,4;-1,5
2020-01-01;05:43:30;-3,4;-1,5
2020-01-01;05:48:30;-3,5;-1,6
2020-01-01;05:53:30;-3,5;-1,7
2020-01-01;05:58:30;-3,6;-1,6
2020-01-01;06:03:30;-3,7;-1,7
2020-01-01;06:08:30;-3,7;-1,7
2020-01-01;06:13:30;-3,7;-1,9
2020-01-01;06:18:30;-3,8;-1,8
2020-01-01;06:23:30;-3,9;-1,9
2020-01-01;06:28:30;-4;-1,9
2020-01-01;06:33:30;-4;-2
2020-01-01;06:38:30;-4,1;-2,1
2020-01-01;06:43:30;-4,1;-2,1
2020-01-01;06:48:30;-4,2;-2,2
2020-01-01;06:53:30;-4,2;-2,2
2020-01-01;06:58:30;-4,3;-2,3
2020-01-01;07:03:30;-4,4;-2,3
2020-01-01;07:08:30;-4,4;-2,3
2020-01-01;07:13:30;-4,4;-2,3
2020-01-01;07:18:30;-4,4;-2,3
2020-01-01;07:23:30;-4,5;-2,2
2020-01-01;07:28:30;-4,5;-2,3
2020-01-01;07:33:30;-4,4;-2,3
2020-01-01;07:38:30;-4,3;-2,2
2020-01-01;07:43:30;-4,3;-2,1
2020-01-01;07:48:30;-4,2;-2,1
2020-01-01;07:53:30;-4,1;-2,1
2020-01-01;07:58:30;-4,1;-2,1
2020-01-01;08:03:30;-4,1;-2,1
2020-01-01;08:08:30;-3,9;-1,9
2020-01-01;08:13:30;-3,8;-1,8
2020-01-01;08:18:30;-3,6;-1,8
2020-01-01;08:23:30;-3,5;-1,8
2020-01-01;08:28:30;-3,4;-1,7
2020-01-01;08:33:30;-3,1;-1,7
2020-01-01;08:38:30;-3;-1,6
2020-01-01;08:43:30;-2,6;-1,5
2020-01-01;08:48:30;-2,3;-1,4
2020-01-01;08:53:30;-1,8;-1,3
2020-01-01;08:58:30;-1,4;-1,2
2020-01-01;09:03:30;-0,5;-1,1
2020-01-01;09:08:30;0,3;-1
2020-01-01;09:13:30;1,1;-0,9
2020-01-01;09:18:30;1,7;-0,8
2020-01-01;09:23:30;3,1;-0,7
2020-01-01;09:28:30;4,3;-0,6
2020-01-01;09:33:30;6,2;-0,4
2020-01-01;09:38:30;8;-0,3
2020-01-01;09:43:30;9,5;-0,3
2020-01-01;09:48:30;9,7;-0,2
2020-01-01;09:53:30;9,8;-0,2
2020-01-01;09:58:30;10,5;-0,1
2020-01-01;10:03:30;11,2;0
2020-01-01;10:08:30;11,8;0,1
2020-01-01;10:13:30;12;0,2
2020-01-01;10:18:30;12,1;0,2
2020-01-01;10:23:30;12,1;0,2
2020-01-01;10:28:30;12,5;0,3
2020-01-01;10:33:30;13;0,3
2020-01-01;10:38:30;13;0,4
2020-01-01;10:43:30;13,8;0,5
2020-01-01;10:48:30;15;0,6
2020-01-01;10:53:30;18,6;0,8
2020-01-01;10:58:30;21,2;1
2020-01-01;11:03:30;24,6;1,2
2020-01-01;11:08:30;30,8;1,5
2020-01-01;11:13:30;39,8;1,8
2020-01-01;11:18:30;49,8;2,2
2020-01-01;11:23:30;48,2;2,5
2020-01-01;11:28:30;48,2;2,7
2020-01-01;11:33:30;42,5;3
2020-01-01;11:38:30;52,1;3,2
2020-01-01;11:43:30;47;3,5
2020-01-01;11:48:30;43;3,6
2020-01-01;11:53:30;49,9;3,8
2020-01-01;11:58:30;44,9;3,9
2020-01-01;12:03:30;59,2;4,1
2020-01-01;12:08:30;43,7;4,2
2020-01-01;12:13:30;58;4,3
2020-01-01;12:18:30;46,4;4,3
2020-01-01;12:23:30;48,4;4,5
2020-01-01;12:28:30;49,9;4,5
2020-01-01;12:33:30;44,4;4,6
2020-01-01;12:38:30;55,4;4,5
2020-01-01;12:43:30;45,7;4,4
2020-01-01;12:48:30;50;4,5
2020-01-01;12:53:30;49,8;4,6
2020-01-01;12:58:30;44,9;4,7
2020-01-01;13:03:30;54,4;4,6
2020-01-01;13:08:30;45,4;4,4
2020-01-01;13:13:30;45,4;4,3
2020-01-01;13:18:30;49,4;4,3
2020-01-01;13:23:30;43,8;4,3
2020-01-01;13:28:30;41;4,3
2020-01-01;13:33:30;48,7;4,4
2020-01-01;13:38:30;41;4,3
2020-01-01;13:43:30;44,5;4,4
2020-01-01;13:48:30;42,3;4,2
2020-01-01;13:53:30;40,1;4,2
2020-01-01;13:58:30;37,8;4,2
2020-01-01;14:03:30;36,2;4,2
2020-01-01;14:08:30;34,6;4,1
2020-01-01;14:13:30;33,6;4,1
2020-01-01;14:18:30;33,1;4,2
2020-01-01;14:23:30;33,4;4,2
2020-01-01;14:28:30;34,6;4,2
2020-01-01;14:33:30;38,7;4,2
2020-01-01;14:38:30;36,7;4,2
2020-01-01;14:43:30;34;4,2
2020-01-01;14:48:30;31,7;4,1
2020-01-01;14:53:30;29,5;4
2020-01-01;14:58:30;27,3;3,9
2020-01-01;15:03:30;25,4;3,8
2020-01-01;15:08:30;24;3,8
2020-01-01;15:13:30;21,8;3,7
2020-01-01;15:18:30;20,3;3,8
2020-01-01;15:23:30;19;3,7
2020-01-01;15:28:30;18,1;3,6
2020-01-01;15:33:30;17,5;3,4
2020-01-01;15:38:30;16,8;3,2
2020-01-01;15:43:30;16,1;2,9
2020-01-01;15:48:30;15,5;2,8
2020-01-01;15:53:30;14,8;2,7
2020-01-01;15:58:30;14;2,5
2020-01-01;16:03:30;13,1;2,3
2020-01-01;16:08:30;12,5;2,2
2020-01-01;16:13:30;11,8;2,1
2020-01-01;16:18:30;11,2;2
2020-01-01;16:23:30;10,5;1,8
2020-01-01;16:28:30;10;1,7
2020-01-01;16:33:30;9,3;1,6
2020-01-01;16:38:30;8,8;1,4
2020-01-01;16:43:30;8,2;1,2
2020-01-01;16:48:30;7,6;1,1
2020-01-01;16:53:30;7;1
2020-01-01;16:58:30;6,5;0,9
2020-01-01;17:03:30;6,1;0,7
2020-01-01;17:08:30;5,6;0,5
2020-01-01;17:13:30;5,2;0,3
2020-01-01;17:18:30;4,7;0,2
2020-01-01;17:23:30;4,3;0,1
2020-01-01;17:28:30;3,9;0
2020-01-01;17:33:30;3,6;-0,2
2020-01-01;17:38:30;3,3;-0,3
2020-01-01;17:43:30;3;-0,5
2020-01-01;17:48:30;2,8;-0,6
2020-01-01;17:53:30;2,4;-0,7
2020-01-01;17:58:30;2,2;-0,8
2020-01-01;18:03:30;1,9;-1
2020-01-01;18:08:30;1,6;-1
2020-01-01;18:13:30;1,3;-1,3
2020-01-01;18:18:30;1,1;-1,3
2020-01-01;18:23:30;0,9;-1,3
2020-01-01;18:28:30;0,7;-1,4
2020-01-01;18:33:30;0,3;-1,5
2020-01-01;18:38:30;0,1;-1,5
2020-01-01;18:43:30;0;-1,6
2020-01-01;18:48:30;-0,2;-1,6
2020-01-01;18:53:30;-0,4;-1,7
2020-01-01;18:58:30;-0,5;-1,8
2020-01-01;19:03:30;-0,8;-1,8
2020-01-01;19:08:30;-0,9;-2
2020-01-01;19:13:30;-1,1;-2
2020-01-01;19:18:30;-1,2;-2,1
2020-01-01;19:23:30;-1,4;-2,2
2020-01-01;19:28:30;-1,5;-2,3
2020-01-01;19:33:30;-1,5;-2,4
2020-01-01;19:38:30;-1,7;-2,5
2020-01-01;19:43:30;-1,8;-2,6
2020-01-01;19:48:30;-1,9;-2,6
2020-01-01;19:53:30;-2,1;-2,6
2020-01-01;19:58:30;-2,1;-2,7
2020-01-01;20:03:30;-2,2;-2,7
2020-01-01;20:08:30;-2,4;-2,7
2020-01-01;20:13:30;-2,5;-2,7
2020-01-01;20:18:30;-2,6;-2,7
2020-01-01;20:23:30;-2,6;-2,8
2020-01-01;20:28:30;-2,7;-2,8
2020-01-01;20:33:30;-2,7;-2,9
2020-01-01;20:38:30;-2,8;-3
2020-01-01;20:43:30;-2,8;-3
2020-01-01;20:48:30;-2,9;-2,9
2020-01-01;20:53:30;-3;-3
2020-01-01;20:58:30;-3,1;-3
2020-01-01;21:03:30;-3,1;-3,2
2020-01-01;21:08:30;-3,2;-3,2
2020-01-01;21:13:30;-3,2;-3,2
2020-01-01;21:18:30;-3,2;-3,3
2020-01-01;21:23:30;-3,4;-3,3
2020-01-01;21:28:30;-3,3;-3,4
2020-01-01;21:33:30;-3,5;-3,5
2020-01-01;21:38:30;-3,6;-3,4
2020-01-01;21:43:30;-3,6;-3,5
2020-01-01;21:48:30;-3,6;-3,6
2020-01-01;21:53:30;-3,8;-3,6
2020-01-01;21:58:30;-3,8;-3,6
2020-01-01;22:03:30;-3,9;-3,7
2020-01-01;22:08:30;-4;-3,6
2020-01-01;22:13:30;-4,1;-3,7
2020-01-01;22:18:30;-4,1;-3,7
2020-01-01;22:23:30;-4,1;-3,7
2020-01-01;22:28:30;-4,3;-3,8
2020-01-01;22:33:30;-4,3;-3,9
2020-01-01;22:38:30;-4,4;-3,9
2020-01-01;22:43:30;-4,5;-4
2020-01-01;22:48:30;-4,5;-4
2020-01-01;22:53:30;-4,6;-4
2020-01-01;22:58:30;-4,6;-4,1
2020-01-01;23:03:30;-4,7;-4
2020-01-01;23:08:30;-4,7;-4,1
2020-01-01;23:13:30;-4,9;-4
2020-01-01;23:18:30;-4,9;-4
2020-01-01;23:23:30;-5,1;-4,1
2020-01-01;23:28:30;-5,1;-4,1
2020-01-01;23:33:30;-5,3;-4,2
2020-01-01;23:38:30;-5,3;-4,2
2020-01-01;23:43:30;-5,4;-4,2
2020-01-01;23:48:30;-5,5;-4,3
2020-01-01;23:53:30;-5,6;-4,3
2020-01-01;23:58:30;-5,5;-4,3
2020-01-02;00:02:30;-5,6;-4,2
2020-01-02;00:07:30;-5,7;-4,3
2020-01-02;00:12:30;-5,7;-4,3
2020-01-02;00:17:30;-5,8;-4,4
2020-01-02;00:22:30;-5,7;-4,4
2020-01-02;00:27:30;-5,8;-4,4
2020-01-02;00:32:30;-5,9;-4,5
2020-01-02;00:37:30;-5,9;-4,6
2020-01-02;00:42:30;-6;-4,7
2020-01-02;00:47:30;-6,1;-4,7
2020-01-02;00:52:30;-6,1;-4,7
2020-01-02;00:57:30;-6,1;-4,7
2020-01-02;01:02:30;-6;-4,7
2020-01-02;01:07:30;-6,1;-4,8
2020-01-02;01:12:30;-6,1;-4,9
2020-01-02;01:17:30;-6,1;-4,9
2020-01-02;01:22:30;-6,2;-5
2020-01-02;01:27:30;-6,3;-4,9
2020-01-02;01:32:30;-6,3;-5
2020-01-02;01:37:30;-6,3;-5
2020-01-02;01:42:30;-6,4;-4,9
2020-01-02;01:47:30;-6,4;-4,9
2020-01-02;01:52:30;-6,4;-5
2020-01-02;01:57:30;-6,5;-5,1
2020-01-02;02:02:30;-6,4;-5
2020-01-02;02:07:30;-6,4;-5
2020-01-02;02:12:30;-6,5;-4,9
2020-01-02;02:17:30;-6,5;-4,9
2020-01-02;02:22:30;-6,5;-5
2020-01-02;02:27:30;-6,5;-5,1
2020-01-02;02:32:30;-6,6;-5,1
2020-01-02;02:37:30;-6,6;-5,2
2020-01-02;02:42:30;-6,6;-5,2
2020-01-02;02:47:30;-6,6;-5,2
2020-01-02;02:52:30;-6,7;-5,2
2020-01-02;02:57:30;-6,8;-5,2
2020-01-02;03:02:30;-6,8;-5,3
2020-01-02;03:07:30;-6,8;-5,3
2020-01-02;03:12:30;-6,9;-5,3
2020-01-02;03:17:30;-6,9;-5,3
2020-01-02;03:22:30;-6,9;-5,3
2020-01-02;03:27:30;-6,9;-5,4
2020-01-02;03:32:30;-7;-5,4
2020-01-02;03:37:30;-7;-5,4
2020-01-02;03:42:30;-7,1;-5,4
2020-01-02;03:47:30;-7,1;-5,4
2020-01-02;03:52:30;-7,2;-5,4
2020-01-02;03:57:30;-7,3;-5,5
2020-01-02;04:02:30;-7,3;-5,5
2020-01-02;04:07:30;-7,4;-5,6
2020-01-02;04:12:30;-7,6;-5,6
2020-01-02;04:17:30;-7,5;-5,7
2020-01-02;04:22:30;-7,7;-5,7
2020-01-02;04:27:30;-7,7;-5,8
2020-01-02;04:32:30;-7,8;-5,9
2020-01-02;04:37:30;-7,7;-5,8
2020-01-02;04:42:30;-7,8;-5,9
2020-01-02;04:47:30;-7,8;-5,8
2020-01-02;04:52:30;-7,8;-5,9
2020-01-02;04:57:30;-7,8;-6
2020-01-02;05:02:30;-7,9;-6,2
2020-01-02;05:07:30;-7,9;-6
2020-01-02;05:12:30;-8;-6,2
2020-01-02;05:17:30;-7,9;-6,2
2020-01-02;05:22:30;-8;-6,2
2020-01-02;05:27:30;-8,1;-6,2
2020-01-02;05:32:30;-8,1;-6,2
2020-01-02;05:37:30;-8,1;-6,2
2020-01-02;05:42:30;-8,2;-6,2
2020-01-02;05:47:30;-8,2;-6,3
2020-01-02;05:52:30;-8,1;-6,3
2020-01-02;05:57:30;-8,1;-6,3
2020-01-02;06:02:30;-8,2;-6,3
2020-01-02;06:07:30;-8,2;-6,3
2020-01-02;06:12:30;-8,2;-6,3
2020-01-02;06:17:30;-8,2;-6,4
2020-01-02;06:22:30;-8,2;-6,5
2020-01-02;06:27:30;-8,1;-6,4
2020-01-02;06:32:30;-8,1;-6,5
2020-01-02;06:37:30;-8,1;-6,5
2020-01-02;06:42:30;-8,2;-6,5
2020-01-02;06:47:30;-8,2;-6,5
2020-01-02;06:52:30;-8,2;-6,4
2020-01-02;06:57:30;-8,2;-6,4
2020-01-02;07:02:30;-8,2;-6,4
2020-01-02;07:07:30;-8,2;-6,3
2020-01-02;07:12:30;-8,3;-6,4
2020-01-02;07:17:30;-8,3;-6,5
2020-01-02;07:22:30;-8,3;-6,5
2020-01-02;07:27:30;-8,3;-6,4
2020-01-02;07:32:30;-8,3;-6,3
2020-01-02;07:37:30;-8,3;-6,4
2020-01-02;07:42:30;-8,3;-6,4
2020-01-02;07:47:30;-8,3;-6,6
2020-01-02;07:52:30;-8,3;-6,7
2020-01-02;07:57:30;-8,3;-6,7
2020-01-02;08:02:30;-8,3;-6,7
2020-01-02;08:07:30;-8,3;-6,8
2020-01-02;08:12:30;-8,1;-6,7
2020-01-02;08:17:30;-8,1;-6,7
2020-01-02;08:22:30;-7,8;-6,6
2020-01-02;08:27:30;-7,8;-6,5
2020-01-02;08:32:30;-7,7;-6,4
2020-01-02;08:37:30;-7,2;-6,3
2020-01-02;08:42:30;-6,7;-6,2
2020-01-02;08:47:30;-6;-5,9
2020-01-02;08:52:30;-5,3;-5,7
2020-01-02;08:57:30;-4,6;-5,4
2020-01-02;09:02:30;-3,3;-5,1
2020-01-02;09:07:30;-1,6;-4,8
2020-01-02;09:12:30;-0,4;-4,6
2020-01-02;09:17:30;1,8;-4,2
2020-01-02;09:22:30;6,3;-3,8
2020-01-02;09:27:30;12,2;-3,4
2020-01-02;09:32:30;18,2;-3
2020-01-02;09:37:30;24,2;-2,7
2020-01-02;09:42:30;29,7;-2,3
2020-01-02;09:47:30;35,8;-2
2020-01-02;09:52:30;40,4;-1,6
2020-01-02;09:57:30;45,4;-1,3
2020-01-02;10:02:30;49,5;-0,9
2020-01-02;10:07:30;53,2;-0,6
2020-01-02;10:12:30;56,7;-0,3
2020-01-02;10:17:30;59,9;0
2020-01-02;10:22:30;62,9;0,3
2020-01-02;10:27:30;65,5;0,6
2020-01-02;10:32:30;68,7;0,8
2020-01-02;10:37:30;75,2;0,9
2020-01-02;10:42:30;63,8;1
2020-01-02;10:47:30;71,8;1,3
2020-01-02;10:52:30;61,8;1,5
2020-01-02;10:57:30;70,9;1,7
2020-01-02;11:02:30;63,7;1,8
2020-01-02;11:07:30;71,6;1,7
2020-01-02;11:12:30;67,2;1,9
2020-01-02;11:17:30;75,9;1,9
2020-01-02;11:22:30;72,8;2,1
2020-01-02;11:27:30;67,4;2,2
2020-01-02;11:32:30;74,4;2,4
2020-01-02;11:37:30;74,3;2,6
2020-01-02;11:42:30;70,6;2,6
2020-01-02;11:47:30;67,6;2,7
2020-01-02;11:52:30;74,6;2,7
2020-01-02;11:57:30;69,2;2,9
2020-01-02;12:02:30;75,4;3,1
2020-01-02;12:07:30;67,6;3,1
2020-01-02;12:12:30;72,6;3,2
2020-01-02;12:17:30;78,1;3,2
2020-01-02;12:22:30;73,3;3,2
2020-01-02;12:27:30;79,4;3,2
2020-01-02;12:32:30;73,9;3,2
2020-01-02;12:37:30;83,9;3,3
2020-01-02;12:42:30;73,6;3,2
2020-01-02;12:47:30;80,6;3,4
2020-01-02;12:52:30;86,9;3,5
2020-01-02;12:57:30;75,8;3,5
2020-01-02;13:02:30;81,8;3,5
2020-01-02;13:07:30;73,4;3,3
2020-01-02;13:12:30;77,5;3,4
2020-01-02;13:17:30;82,7;3,3
2020-01-02;13:22:30;69,5;3,3
2020-01-02;13:27:30;74,9;3,2
2020-01-02;13:32:30;79,5;3,2
2020-01-02;13:37:30;65,7;3,3
2020-01-02;13:42:30;62,8;3,3
2020-01-02;13:47:30;59,8;3,2
2020-01-02;13:52:30;55,9;3,2
2020-01-02;13:57:30;52,2;2,9
2020-01-02;14:02:30;48,8;2,9
2020-01-02;14:07:30;46;2,8
2020-01-02;14:12:30;44,4;2,9
2020-01-02;14:17:30;43,6;2,9
2020-01-02;14:22:30;44,5;2,9
2020-01-02;14:27:30;45,5;2,8
2020-01-02;14:32:30;48,8;2,7
2020-01-02;14:37:30;47,6;2,6
2020-01-02;14:42:30;44,7;2,5
2020-01-02;14:47:30;42,1;2,5
2020-01-02;14:52:30;39,5;2,3
2020-01-02;14:57:30;37,2;2,2
2020-01-02;15:02:30;35;2,2
2020-01-02;15:07:30;33;2,2
2020-01-02;15:12:30;31,2;2,1
2020-01-02;15:17:30;29,5;2
2020-01-02;15:22:30;27,9;1,9
2020-01-02;15:27:30;26,3;1,8
2020-01-02;15:32:30;24,9;1,7
2020-01-02;15:37:30;23,5;1,5
2020-01-02;15:42:30;22,4;1,3
2020-01-02;15:47:30;21,1;1,2
2020-01-02;15:52:30;20,1;1
2020-01-02;15:57:30;19,1;0,9
2020-01-02;16:02:30;18;0,7
2020-01-02;16:07:30;17,1;0,6
2020-01-02;16:12:30;16,1;0,5
2020-01-02;16:17:30;15,3;0,3
2020-01-02;16:22:30;14,5;0,1
2020-01-02;16:27:30;13,5;-0,1
2020-01-02;16:32:30;12,8;-0,2
2020-01-02;16:37:30;12;-0,3
2020-01-02;16:42:30;11,3;-0,5
2020-01-02;16:47:30;10,5;-0,7
2020-01-02;16:52:30;9,8;-0,8
2020-01-02;16:57:30;9;-0,9
2020-01-02;17:02:30;8,4;-1
2020-01-02;17:07:30;7,9;-1,2
2020-01-02;17:12:30;7,4;-1,3
2020-01-02;17:17:30;6,9;-1,5
2020-01-02;17:22:30;6,4;-1,7
2020-01-02;17:27:30;6;-1,8
2020-01-02;17:32:30;5,4;-1,9
2020-01-02;17:37:30;5;-2,1
2020-01-02;17:42:30;4,7;-2,3
2020-01-02;17:47:30;4,3;-2,3
2020-01-02;17:52:30;3,8;-2,4
2020-01-02;17:57:30;3,5;-2,6
2020-01-02;18:02:30;3,1;-2,6
2020-01-02;18:07:30;2,8;-2,7
2020-01-02;18:12:30;2,4;-2,8
2020-01-02;18:17:30;2,2;-2,9
2020-01-02;18:22:30;1,9;-2,9
2020-01-02;18:27:30;1,5;-3
2020-01-02;18:32:30;1,3;-3
2020-01-02;18:37:30;1;-3,2
2020-01-02;18:42:30;0,8;-3,3
2020-01-02;18:47:30;0,5;-3,3
2020-01-02;18:52:30;0,3;-3,5
2020-01-02;18:57:30;0,2;-3,5
2020-01-02;19:02:30;0;-3,7
2020-01-02;19:07:30;-0,2;-3,7
2020-01-02;19:12:30;-0,3;-3,7
2020-01-02;19:17:30;-0,5;-3,8
2020-01-02;19:22:30;-0,7;-3,9
2020-01-02;19:27:30;-0,8;-3,9
2020-01-02;19:32:30;-1;-4
2020-01-02;19:37:30;-1,2;-4
2020-01-02;19:42:30;-1,3;-3,9
2020-01-02;19:47:30;-1,5;-3,9
2020-01-02;19:52:30;-1,6;-3,9
2020-01-02;19:57:30;-1,7;-3,9
2020-01-02;20:02:30;-1,8;-3,9
2020-01-02;20:07:30;-2,1;-3,9
2020-01-02;20:12:30;-2,1;-4
2020-01-02;20:17:30;-2,3;-4
2020-01-02;20:22:30;-2,5;-4,1
2020-01-02;20:27:30;-2,6;-4,2
2020-01-02;20:32:30;-2,8;-4,3
2020-01-02;20:37:30;-2,9;-4,3
2020-01-02;20:42:30;-3;-4,2
2020-01-02;20:47:30;-3,1;-4,4
2020-01-02;20:52:30;-3,1;-4,4
2020-01-02;20:57:30;-3,3;-4,4
2020-01-02;21:02:30;-3,4;-4,5
2020-01-02;21:07:30;-3,5;-4,5
2020-01-02;21:12:30;-3,6;-4,6
2020-01-02;21:17:30;-3,6;-4,7
2020-01-02;21:22:30;-3,8;-4,7
2020-01-02;21:27:30;-3,9;-4,8
2020-01-02;21:32:30;-4,2;-4,8
2020-01-02;21:37:30;-4,4;-4,8
2020-01-02;21:42:30;-4,5;-4,8
2020-01-02;21:47:30;-4,6;-4,9
2020-01-02;21:52:30;-4,8;-4,9
2020-01-02;21:57:30;-5;-5
2020-01-02;22:02:30;-5,1;-5
2020-01-02;22:07:30;-5,1;-5,1
2020-01-02;22:12:30;-5,2;-5,1
2020-01-02;22:17:30;-5,4;-5,1
2020-01-02;22:22:30;-5,5;-5
2020-01-02;22:27:30;-5,6;-5
2020-01-02;22:32:30;-5,8;-5
2020-01-02;22:37:30;-5,8;-5
2020-01-02;22:42:30;-5,9;-5,1
2020-01-02;22:47:30;-6;-5,1
2020-01-02;22:52:30;-6,1;-5,1
2020-01-02;22:57:30;-6,1;-5,2
2020-01-02;23:02:30;-6,3;-5,1
2020-01-02;23:07:30;-6,4;-5,1
2020-01-02;23:12:30;-6,5;-5,1
2020-01-02;23:17:30;-6,6;-5,2
2020-01-02;23:22:30;-6,7;-5,2
2020-01-02;23:27:30;-6,8;-5,3
2020-01-02;23:32:30;-6,9;-5,3
2020-01-02;23:37:30;-7;-5,3
2020-01-02;23:42:30;-7,1;-5,4
2020-01-02;23:47:30;-7,1;-5,4
2020-01-02;23:52:30;-7,2;-5,5
2020-01-02;23:57:30;-7,3;-5,6
2020-01-03;00:02:30;-7,3;-5,6
2020-01-03;00:07:30;-7,4;-5,7
2020-01-03;00:12:30;-7,5;-5,7
2020-01-03;00:17:30;-7,5;-5,8
2020-01-03;00:22:30;-7,6;-5,8
2020-01-03;00:27:30;-7,7;-5,9
2020-01-03;00:32:30;-7,7;-6,1
2020-01-03;00:37:30;-7,7;-6
2020-01-03;00:42:30;-7,7;-6
2020-01-03;00:47:30;-7,7;-5,9
2020-01-03;00:52:30;-7,7;-6
2020-01-03;00:57:30;-7,8;-6
2020-01-03;01:02:30;-7,7;-5,9
2020-01-03;01:07:30;-7,8;-5,9
2020-01-03;01:12:30;-7,8;-5,9
2020-01-03;01:17:30;-7,8;-6
2020-01-03;01:22:30;-7,8;-6
2020-01-03;01:27:30;-7,8;-6
2020-01-03;01:32:30;-7,7;-6
2020-01-03;01:37:30;-7,8;-6,1
2020-01-03;01:42:30;-7,8;-6,1
2020-01-03;01:47:30;-7,7;-6,2
2020-01-03;01:52:30;-7,7;-6,2
2020-01-03;01:57:30;-7,8;-6,1
2020-01-03;02:02:30;-7,8;-6,1
2020-01-03;02:07:30;-7,7;-6,1
2020-01-03;02:12:30;-7,7;-6,2
2020-01-03;02:17:30;-7,7;-6,1
2020-01-03;02:22:30;-7,8;-6,2
2020-01-03;02:27:30;-7,8;-6,2
2020-01-03;02:32:30;-7,7;-6,2
2020-01-03;02:37:30;-7,8;-6,2
2020-01-03;02:42:30;-7,8;-6,2
2020-01-03;02:47:30;-7,8;-6,2
2020-01-03;02:52:30;-7,8;-6,2
2020-01-03;02:57:30;-7,8;-6,2
2020-01-03;03:02:30;-7,8;-6,2
2020-01-03;03:07:30;-7,7;-6,2
2020-01-03;03:12:30;-7,7;-6,2
2020-01-03;03:17:30;-7,7;-6,3
2020-01-03;03:22:30;-7,8;-6,3
2020-01-03;03:27:30;-7,7;-6,5
2020-01-03;03:32:30;-7,7;-6,5
2020-01-03;03:37:30;-7,7;-6,6
2020-01-03;03:42:30;-7,8;-6,6
2020-01-03;03:47:30;-7,8;-6,6
2020-01-03;03:52:30;-7,7;-6,5
2020-01-03;03:57:30;-7,7;-6,5
2020-01-03;04:02:30;-7,7;-6,4
2020-01-03;04:07:30;-7,7;-6,5
2020-01-03;04:12:30;-7,7;-6,6
2020-01-03;04:17:30;-7,7;-6,6
2020-01-03;04:22:30;-7,7;-6,7
2020-01-03;04:27:30;-7,7;-6,7
2020-01-03;04:32:30;-7,7;-6,7
2020-01-03;04:37:30;-7,8;-6,7
2020-01-03;04:42:30;-7,7;-6,7
